"PLOT","REP","INSTN","ITW","DATESP","DORPD","NSP","LGLNSP","LGLATSP1","LGLATSP2","LGLATSP3","LGLATSP4","LGLATSP5","LGLATSP6","AVLGLATSP","THASP","THLSP1","THLSP2","AVTHSP","FTW","PW_SPT"
"403","5","CIP308328.49","10.8","2012-01-12","57.0","1.0","13.45","","","","","","","","3.79","","","","10.3","4.62962962962963"
"404","1","CIP308328.85","12.9","2012-01-12","57.0","1.0","8.96","","","","","","","","3.42","","","","12.2","5.426356589147295"
"405","2","CIP308328.85","13.1","2012-01-12","57.0","1.0","4.73","","","","","","","","3.12","","","","12.5","4.580152671755722"
"406","4","CIP308328.85","9.6","2012-01-12","57.0","2.0","","9.56","7.12","","","","","8.34","","3.23","2.78","3.005","8.7","9.375000000000004"
"407","5","CIP308328.85","9.3","2012-01-12","57.0","1.0","8.1","","","","","","","","2.73","","","","8.8","5.376344086021505"
"408","2","CIP308328.126","12.6","2012-01-06","51.0","1.0","","10.2","","","","","","10.2","","2.37","","2.37","11.9","5.55555555555555"
"409","3","CIP308328.126","8.0","2012-01-06","51.0","1.0","","11.83","","","","","","11.83","","3.14","","3.14","7.5","6.25"
"410","4","CIP308328.126","15.4","2012-01-06","51.0","2.0","","6.52","3.37","","","","","4.945","","3.05","2.16","2.605","14.8","3.896103896103894"
"411","5","CIP308328.126","9.3","2012-12-06","386.0","3.0","6.1","5.25","3.54","","","","","4.395","2.52","1.55","2.31","1.9300000000000002","8.5","8.602150537634417"
"412","1","CIP308328.134","14.7","2011-12-22","36.0","4.0","6.23","8.75","7.04","5.12","","","","6.97","3.65","2.72","3.45","3.085","13.5","8.163265306122444"
"413","2","CIP308328.134","16.0","2011-12-22","36.0","1.0","","8.8","","","","","","8.8","","4.42","","4.42","15.0","6.25"
"414","3","CIP308328.134","18.7","2011-12-22","36.0","1.0","11.74","","","","","","","","2.77","","","","17.5","6.417112299465237"
"415","4","CIP308328.134","13.9","2011-12-22","36.0","2.0","","14.85","8.3","","","","","11.575","","4.43","2.77","3.5999999999999996","12.9","7.194244604316546"
"416","5","CIP308328.134","10.0","2011-12-22","36.0","2.0","34.75","3.23","","","","","","3.23","1.69","2.5","","2.5","9.0","10.0"
"417","1","CIP308328.20","10.0","2011-12-22","36.0","1.0","14.39","","","","","","","","2.92","","","","9.1","9.000000000000004"
"418","2","CIP308328.20","6.2","2011-12-22","36.0","1.0","","8.42","","","","","","8.42","","1.75","","1.75","5.2","16.129032258064516"
"419","3","CIP308328.20","7.2","2011-12-22","36.0","2.0","","9.92","7.67","","","","","8.795","","2.39","1.6","1.995","6.3","12.500000000000005"
"420","4","CIP308328.20","6.1","2011-12-22","36.0","2.0","3.84","2.51","","","","","","2.51","3.59","2.7","","2.7","5.4","11.475409836065563"
"421","5","CIP308328.20","6.9","2011-12-22","36.0","2.0","","16.92","7.2","","","","","12.06","","2.69","1.65","2.17","5.9","14.492753623188406"
"422","1","CIP308328.107","12.4","2011-12-22","36.0","1.0","5.86","","","","","","","","3.72","","","","9.0","27.41935483870968"
"423","2","CIP308328.107","11.4","2011-12-22","36.0","1.0","22.37","","","","","","","","3.2","","","","7.7","32.45614035087719"
"424","3","CIP308328.107","7.6","2011-12-22","36.0","1.0","","20.06","","","","","","20.06","","2.49","","2.49","4.3","43.42105263157895"
"425","4","CIP308328.107","9.7","2011-12-22","36.0","1.0","14.61","","","","","","","","2.61","","","","6.3","35.051546391752574"
"426","5","CIP308328.107","10.0","2011-12-22","36.0","1.0","29.13","","","","","","","","2.96","","","","6.4","36.0"
"427","1","CIP308328.93","10.8","2012-01-06","51.0","1.0","13.89","","","","","","","","3.41","","","","10.2","5.555555555555569"
"428","2","CIP308328.93","14.4","2012-01-06","51.0","2.0","","2.52","7.46","","","","","4.99","","3.66","3.97","3.8150000000000004","13.8","4.166666666666664"
"429","3","CIP308328.93","8.3","2012-01-06","51.0","2.0","34.19","4.29","","","","","","4.29","2.98","2.23","","2.23","7.5","9.638554216867478"
"430","4","CIP308328.93","16.7","2012-01-06","51.0","4.0","","4.17","11.7","9.66","9.35","","","8.719999999999999","","4.57","3.43","4.0","15.8","5.389221556886219"
"431","5","CIP308328.93","9.2","2012-01-06","51.0","2.0","32.3","16.99","","","","","","16.99","2.92","2.64","","2.64","8.4","8.695652173913032"
"432","1","CIP308328.117","18.2","2012-01-06","51.0","2.0","20.56","4.75","","","","","","4.75","3.54","2.46","","2.46","17.0","6.5934065934065895"
"433","2","CIP308328.117","19.4","2012-01-06","51.0","2.0","13.78","2.68","","","","","","2.68","2.34","1.63","","1.63","18.7","3.6082474226804093"
"434","3","CIP308328.117","9.4","2012-01-06","51.0","1.0","7.74","","","","","","","","2.65","","","","8.8","6.382978723404251"
"435","4","CIP308328.117","11.0","2012-01-06","51.0","5.0","24.7","7.23","5.41","4.81","3.36","","","5.2025","2.97","4.0","2.42","3.21","9.5","13.636363636363635"
"436","5","CIP308328.117","6.6","2012-12-06","386.0","1.0","4.05","","","","","","","","3.06","","","","6.2","6.0606060606060534"
"437","1","CIP308328.50","9.7","2011-12-22","36.0","1.0","17.86","","","","","","","","2.52","","","","9.6","1.0309278350515427"
"438","2","CIP308328.50","9.4","2011-12-22","36.0","1.0","29.78","","","","","","","","3.03","","","","9.3","1.0638297872340388"
"439","3","CIP308328.50","7.3","2011-12-22","36.0","1.0","19.55","","","","","","","","1.53","","","","7.2","1.3698630136986254"
"440","4","CIP308328.50","9.6","2011-12-22","36.0","1.0","20.1","","","","","","","","1.86","","","","9.5","1.041666666666663"
"441","5","CIP308328.50","9.7","2011-12-22","36.0","1.0","15.08","","","","","","","","2.08","","","","9.5","2.0618556701030855"
"442","1","CIP308328.160","9.6","2011-12-22","36.0","1.0","25.7","","","","","","","","2.67","","","","9.5","1.041666666666663"
"443","2","CIP308328.160","7.2","2011-12-22","36.0","1.0","19.83","","","","","","","","1.68","","","","7.2","0.0"
"444","3","CIP308328.160","8.2","2011-12-22","36.0","1.0","11.71","","","","","","","","3.01","","","","8.1","1.219512195121947"
"445","4","CIP308328.160","6.1","2011-12-22","36.0","1.0","28.58","","","","","","","","2.26","","","","6.1","0.0"
"446","5","CIP308328.160","6.0","2011-12-22","36.0","1.0","18.63","","","","","","","","2.24","","","","5.9","1.6666666666666607"
"447","1","CIP308328.212","15.4","2012-01-12","57.0","2.0","21.04","12.7","","","","","","12.7","4.78","3.53","","3.53","13.7","11.038961038961045"
"448","2","CIP308328.212","17.0","2012-01-12","57.0","1.0","18.3","","","","","","","","4.49","","","","15.4","9.411764705882351"
"449","3","CIP308328.212","15.7","2012-01-12","57.0","1.0","","12.43","","","","","","12.43","","5.35","","5.35","14.7","6.369426751592357"
"450","4","CIP308328.212","13.2","2012-01-12","57.0","1.0","10.22","","","","","","","","6.48","","","","12.5","5.303030303030297"
"451","5","CIP308328.212","17.4","2012-01-12","57.0","1.0","11.33","","","","","","","","2.87","","","","16.3","6.321839080459759"
"452","1","CIP308328.87","23.4","2012-01-12","57.0","2.0","","13.08","10.03","","","","","11.555","","5.76","4.03","4.895","21.0","10.25641025641025"
"453","2","CIP308328.87","22.8","2012-01-12","57.0","4.0","","11.36","10.53","3.41","2.93","","","7.0575","","4.55","2.32","3.4349999999999996","20.7","9.21052631578948"
"454","3","CIP308328.87","13.7","2012-01-12","57.0","1.0","","14.98","","","","","","14.98","","3.39","","3.39","12.2","10.948905109489052"
"455","4","CIP308328.87","11.2","2012-01-12","57.0","4.0","","43.23","42.86","13.51","6.51","","","26.5275","","3.38","2.45","2.915","8.7","22.321428571428573"
"456","5","CIP308328.87","13.6","2012-12-12","392.0","4.0","","44.67","9.19","6.87","6.58","","","16.8275","","3.64","2.85","3.245","10.8","20.58823529411764"
"457","1","CIP308328.155","12.2","2011-12-22","36.0","1.0","29.24","","","","","","","","3.67","","","","12.1","0.8196721311475381"
"458","2","CIP308328.155","10.6","2011-12-22","36.0","2.0","2.57","1.86","","","","","","1.86","17.9","19.35","","19.35","10.5","0.943396226415091"
"459","3","CIP308328.155","6.5","2011-12-22","36.0","1.0","24.99","","","","","","","","2.06","","","","6.4","1.538461538461533"
"460","4","CIP308328.155","5.9","2011-12-22","36.0","1.0","13.51","","","","","","","","2.33","","","","5.8","1.6949152542372972"
"461","5","CIP308328.155","9.0","2011-12-22","36.0","1.0","30.52","","","","","","","","1.83","","","","8.7","3.333333333333341"
"462","1","CIP308328.177","9.4","2011-12-22","36.0","1.0","43.3","","","","","","","","2.08","","","","9.2","2.1276595744680966"
"463","2","CIP308328.177","10.7","2011-12-22","36.0","1.0","22.45","","","","","","","","2.93","","","","10.7","0.0"
"464","3","CIP308328.177","4.7","2011-12-22","36.0","1.0","38.09","","","","","","","","2.93","","","","3.61","23.191489361702132"
"465","4","CIP308328.177","7.1","2011-12-22","36.0","1.0","30.96","","","","","","","","1.54","","","","6.7","5.633802816901401"
"466","5","CIP308328.177","6.8","2011-12-22","36.0","1.0","29.54","","","","","","","","2.56","","","","5.2","23.529411764705877"
"467","1","CIP308328.132","11.0","2012-01-06","51.0","2.0","20.73","5.29","","","","","","5.29","3.2","2.84","","2.84","10.3","6.363636363636357"
"468","2","CIP308328.132","7.0","2012-01-06","51.0","2.0","10.04","29.77","","","","","","29.77","3.79","3.13","","3.13","6.0","14.285714285714285"
"469","3","CIP308328.132","12.1","2012-01-06","51.0","1.0","18.62","","","","","","","","4.06","","","","9.7","19.834710743801658"
"470","4","CIP308328.132","9.4","2012-01-06","51.0","1.0","9.42","","","","","","","","3.04","","","","8.9","5.319148936170213"
"471","5","CIP308328.132","11.3","2012-01-06","51.0","5.0","17.85","12.8","11.47","11.12","5.71","","","10.275","3.45","2.04","3.09","2.565","10.2","9.734513274336296"
"472","1","CIP308328.221","24.6","2012-01-12","57.0","2.0","11.06","5.79","","","","","","5.79","3.48","2.79","","2.79","23.5","4.47154471544716"
"473","2","CIP308328.221","18.1","2012-01-12","57.0","2.0","","23.94","5.72","","","","","14.83","","2.42","3.35","2.885","17.0","6.07734806629835"
"474","3","CIP308328.221","22.7","2012-01-12","57.0","1.0","8.37","","","","","","","","6.19","","","","21.9","3.524229074889871"
"475","4","CIP308328.221","12.6","2012-01-12","57.0","2.0","31.47","9.5","","","","","","9.5","3.45","2.72","","2.72","10.9","13.492063492063485"
"476","5","CIP308328.221","10.3","2012-01-12","57.0","2.0","30.39","4.8","","","","","","4.8","1.95","3.25","","3.25","9.6","6.796116504854378"
"477","1","CIP308328.172","18.5","2012-01-12","57.0","2.0","","60.49","25.29","","","","","42.89","","3.46","3.65","3.5549999999999997","15.6","15.675675675675677"
"478","2","CIP308328.172","18.0","2012-01-12","57.0","4.0","28.22","13.78","7.47","7.39","","","","9.546666666666667","5.88","2.2","2.12","2.16","15.6","13.333333333333336"
"479","3","CIP308328.172","17.5","2012-01-12","57.0","4.0","7.88","26.57","13.86","4.44","","","","14.956666666666667","3.8","2.99","2.9","2.9450000000000003","15.0","14.285714285714285"
"480","4","CIP308328.172","17.8","2012-01-12","57.0","2.0","","34.46","2.82","","","","","18.64","","5.93","3.74","4.835","15.6","12.359550561797757"
"481","5","CIP308328.172","11.0","2012-02-12","88.0","1.0","4.3","","","","","","","","3.9","","","","10.7","2.7272727272727337"
"482","5","CIP308328.224","2.7","2012-12-20","400.0","1.0","2.5","","","","","","","","1.2","","","","2.7","0.0"
"483","1","CIP308328.188","7.7","2011-12-22","36.0","1.0","33.59","","","","","","","","1.55","","","","7.4","3.896103896103894"
"484","2","CIP308328.188","11.2","2011-12-22","36.0","1.0","12.13","","","","","","","","2.41","","","","11.1","0.8928571428571397"
"485","3","CIP308328.188","4.1","2011-12-22","36.0","1.0","4.27","","","","","","","","1.34","","","","4.1","0.0"
"486","4","CIP308328.188","6.7","2011-12-22","36.0","2.0","19.95","12.43","","","","","","12.43","1.1","1.21","","1.21","6.6","1.4925373134328437"
"487","5","CIP308328.188","4.6","2011-12-22","36.0","1.0","4.83","","","","","","","","0.8","","","","4.6","0.0"
"488","1","CIP308328.187","9.8","2012-02-13","89.0","3.0","3.2","3.1","2.5","","","","","2.8","2.0","2.1","2.0","2.05","9.7","1.0204081632653206"
"489","2","CIP308328.187","10.6","2012-02-13","89.0","3.0","2.9","2.5","2.5","","","","","2.5","1.9","2.0","2.1","2.05","10.5","0.943396226415091"
"490","3","CIP308328.187","9.5","2012-02-13","89.0","2.0","3.4","3.0","","","","","","3.0","2.1","2.0","","2.0","9.4","1.0526315789473648"
"491","4","CIP308328.187","6.8","2012-02-13","89.0","3.0","3.1","3.0","2.6","","","","","2.8","2.0","1.5","1.3","1.4","6.7","1.4705882352941124"
"492","5","CIP308328.187","7.3","2012-02-13","89.0","3.0","3.0","2.9","2.0","","","","","2.45","2.5","2.5","2.3","2.4","7.2","1.3698630136986254"
"493","1","CIP308328.184","15.3","2012-02-22","98.0","1.0","7.2","","","","","","","","1.5","","","","15.0","1.9607843137254948"
"494","2","CIP308328.184","11.0","2012-02-22","98.0","1.0","6.8","","","","","","","","1.6","","","","11.0","0.0"
"495","4","CIP308328.184","10.6","2012-02-22","98.0","1.0","8.4","","","","","","","","1.8","","","","10.4","1.886792452830182"
"496","1","CIP308328.197","47.4","2012-02-03","79.0","1.0","5.9","","","","","","","","5.0","","","","46.7","1.4767932489451387"
"497","2","CIP308328.197","24.7","2012-02-03","79.0","1.0","7.6","","","","","","","","6.1","","","","24.0","2.8340080971659893"
"498","3","CIP308328.197","16.2","2012-02-03","79.0","1.0","6.5","","","","","","","","6.3","","","","15.5","4.320987654320983"
"499","4","CIP308328.197","38.6","2012-02-03","79.0","1.0","6.8","","","","","","","","6.7","","","","37.5","2.8497409326424905"
"500","5","CIP308328.197","26.4","2012-02-03","79.0","1.0","4.9","","","","","","","","5.3","","","","25.7","2.6515151515151487"
"501","1","CIP308328.69","38.9","2012-02-13","89.0","3.0","5.2","4.3","2.5","","","","","3.4","3.5","2.9","2.8","2.8499999999999996","33.9","12.853470437017995"
"502","2","CIP308328.69","29.6","2012-02-13","89.0","2.0","2.6","2.1","","","","","","2.1","2.6","2.3","","2.3","24.9","15.878378378378388"
"503","3","CIP308328.69","28.1","2012-02-13","89.0","4.0","8.22","6.31","6.2","5.25","","","","5.92","2.5","2.3","2.4","2.3499999999999996","22.8","18.86120996441281"
"504","4","CIP308328.69","19.9","2012-02-13","89.0","2.0","4.38","2.5","","","","","","2.5","3.9","3.5","","3.5","15.3","23.115577889447227"
"505","5","CIP308328.69","25.4","2012-02-20","96.0","2.0","2.6","1.99","","","","","","1.99","2.2","1.1","","1.1","20.5","19.291338582677163"
"506","1","CIP308328.66","12.5","2012-02-20","96.0","1.0","6.4","","","","","","","","2.5","","","","11.3","9.599999999999994"
"507","2","CIP308328.66","10.2","2012-02-20","96.0","1.0","5.9","","","","","","","","2.6","","","","9.1","10.784313725490193"
"508","3","CIP308328.66","7.0","2012-02-20","96.0","1.0","3.6","","","","","","","","2.9","","","","6.0","14.285714285714285"
"509","4","CIP308328.66","6.2","2012-02-20","96.0","1.0","4.8","","","","","","","","2.6","","","","5.2","16.129032258064516"
"510","5","CIP308328.66","9.8","2012-02-13","89.0","2.0","5.8","3.6","","","","","","3.6","3.4","2.1","","2.1","8.8","10.20408163265306"
"511","1","CIP308328.67","21.3","2012-02-13","89.0","2.0","5.03","4.79","","","","","","4.79","2.1","1.8","","1.8","17.3","18.779342723004692"
"512","2","CIP308328.67","19.8","2012-02-13","89.0","2.0","4.37","3.9","","","","","","3.9","2.3","2.2","","2.2","15.8","20.2020202020202"
"513","3","CIP308328.67","13.8","2012-02-13","89.0","3.0","4.4","2.5","2.2","","","","","2.35","1.5","2.0","2.1","2.05","9.8","28.985507246376812"
"514","4","CIP308328.67","11.7","2012-01-13","58.0","2.0","4.1","2.1","","","","","","2.1","1.6","1.5","","1.5","7.7","34.18803418803418"
"515","5","CIP308328.67","10.7","2012-01-12","57.0","2.0","4.2","3.0","","","","","","3.0","1.7","1.5","","1.5","6.7","37.38317757009345"
"516","1","CIP308328.159","18.9","2012-01-12","57.0","1.0","6.3","","","","","","","","3.8","","","","16.1","14.8148148148148"
"517","2","CIP308328.159","13.0","2012-01-12","57.0","1.0","5.8","","","","","","","","3.5","","","","11.4","12.307692307692305"
"518","3","CIP308328.159","17.4","2012-01-12","57.0","2.0","7.6","5.6","","","","","","5.6","2.3","3.2","","3.2","15.54","10.68965517241379"
"519","4","CIP308328.159","11.9","2012-02-12","88.0","3.0","8.2","6.9","4.9","","","","","5.9","3.5","2.3","2.1","2.2","9.82","17.478991596638654"
"520","5","CIP308328.159","18.6","2012-02-13","89.0","1.0","5.9","","","","","","","","3.4","","","","17.33","6.827956989247329"
"521","1","CIP308328.10","23.3","2012-02-13","89.0","1.0","4.5","","","","","","","","4.5","","","","22.6","3.004291845493559"
"522","2","CIP308328.10","17.3","2012-02-13","89.0","1.0","3.9","","","","","","","","3.9","","","","16.5","4.624277456647403"
"523","3","CIP308328.10","22.4","2012-02-13","89.0","1.0","5.0","","","","","","","","5.0","","","","21.1","5.803571428571416"
"524","4","CIP308328.10","19.2","2012-01-13","58.0","1.0","3.7","","","","","","","","3.7","","","","18.4","4.1666666666666705"
"525","5","CIP308328.10","14.8","2012-01-12","57.0","1.0","4.2","","","","","","","","4.2","","","","13.9","6.081081081081083"
"526","1","CIP308328.123","31.8","2012-01-12","57.0","1.0","6.5","","","","","","","","3.2","","","","31.1","2.201257861635218"
"527","2","CIP308328.123","18.1","2012-01-12","57.0","2.0","7.4","5.2","","","","","","5.2","3.8","2.9","","2.9","17.4","3.867403314917142"
"528","3","CIP308328.123","16.2","2012-01-12","57.0","2.0","6.5","4.5","","","","","","4.5","5.3","3.2","","3.2","15.5","4.320987654320983"
"529","4","CIP308328.123","15.2","2012-02-12","88.0","1.0","5.6","","","","","","","","3.1","","","","14.0","7.894736842105258"
"530","5","CIP308328.123","17.9","2012-02-08","84.0","2.0","6.3","4.5","","","","","","4.5","3.2","3.1","","3.1","17.2","3.9106145251396613"
"531","1","CIP308328.201","50.2","2012-02-08","84.0","1.0","4.2","","","","","","","","3.5","","","","45.9","8.565737051792837"
"532","2","CIP308328.201","49.2","2012-02-08","84.0","1.0","4.3","","","","","","","","3.6","","","","44.9","8.739837398373993"
"533","3","CIP308328.201","32.2","2012-02-08","84.0","1.0","4.8","","","","","","","","3.9","","","","28.1","12.73291925465839"
"534","4","CIP308328.201","29.7","2012-02-08","84.0","1.0","5.2","","","","","","","","4.0","","","","25.6","13.804713804713797"
"535","5","CIP308328.201","37.5","2012-02-03","79.0","1.0","5.6","","","","","","","","5.0","","","","33.4","10.933333333333337"
"536","1","CIP308328.121","18.1","2012-02-03","79.0","2.0","8.6","5.4","","","","","","5.4","2.8","3.5","","3.5","16.0","11.602209944751388"
"537","2","CIP308328.121","23.5","2012-02-03","79.0","2.0","7.6","5.6","","","","","","5.6","2.9","3.4","","3.4","22.1","5.957446808510633"
"538","3","CIP308328.121","12.8","2012-02-03","79.0","2.0","10.5","4.6","","","","","","4.6","3.0","3.2","","3.2","11.5","10.156250000000005"
"539","4","CIP308328.121","17.9","2012-02-03","79.0","3.0","9.2","8.6","5.4","","","","","7.0","2.9","3.0","4.5","3.75","16.5","7.821229050279323"
"540","5","CIP308328.121","10.4","2012-02-10","86.0","2.0","5.3","4.3","","","","","","4.3","2.5","2.3","","2.3","9.1","12.500000000000005"
"541","1","CIP308328.102","29.9","2012-02-10","86.0","1.0","5.8","","","","","","","","6.68","","","","29.5","1.3377926421404636"
"542","2","CIP308328.102","22.2","2012-02-10","86.0","1.0","6.3","","","","","","","","6.56","","","","21.5","3.1531531531531503"
"543","3","CIP308328.102","27.3","2012-02-10","86.0","1.0","7.9","","","","","","","","8.36","","","","26.9","1.465201465201473"
"544","4","CIP308328.102","26.9","2012-02-10","86.0","1.0","5.3","","","","","","","","5.56","","","","26.5","1.486988847583638"
"545","5","CIP308328.102","19.9","2012-02-13","89.0","1.0","5.3","","","","","","","","5.58","","","","19.4","2.512562814070352"
"546","1","CIP308328.195","5.0","2012-02-13","89.0","1.0","2.3","","","","","","","","2.0","","","","3.9","22.000000000000004"
"547","2","CIP308328.195","6.2","2012-02-13","89.0","1.0","2.5","","","","","","","","1.2","","","","5.8","6.451612903225811"
"548","3","CIP308328.195","4.6","2012-02-13","89.0","1.0","2.3","","","","","","","","2.0","","","","4.0","13.04347826086956"
"549","4","CIP308328.195","4.1","2012-02-13","89.0","1.0","2.8","","","","","","","","2.1","","","","3.1","24.390243902439014"
"550","5","CIP308328.195","3.1","2012-02-12","88.0","1.0","3.1","","","","","","","","2.5","","","","2.0","35.483870967741936"
"551","1","CIP308328.194","18.7","2012-02-12","88.0","1.0","8.5","","","","","","","","3.6","","","","15.2","18.71657754010695"
"552","2","CIP308328.194","13.4","2012-02-12","88.0","1.0","7.6","","","","","","","","4.5","","","","9.9","26.119402985074625"
"553","3","CIP308328.194","11.4","2012-02-12","88.0","2.0","9.6","5.6","","","","","","5.6","3.5","2.6","","2.6","7.8","31.578947368421055"
"554","4","CIP308328.194","7.6","2012-01-12","57.0","1.0","7.9","","","","","","","","3.8","","","","4.1","46.05263157894737"
"555","5","CIP308328.194","6.4","2012-01-26","71.0","1.0","8.3","","","","","","","","4.2","","","","2.9","54.6875"
"556","1","CIP308328.27","14.3","2012-01-26","71.0","1.0","4.81","","","","","","","","1.94","","","","13.33","6.783216783216788"
"557","2","CIP308328.27","9.1","2012-01-26","71.0","3.0","8.53","7.15","5.13","","","","","6.140000000000001","3.72","3.28","2.75","3.0149999999999997","6.28","30.989010989010985"
"558","3","CIP308328.27","19.7","2012-01-26","71.0","1.0","7.43","","","","","","","","4.11","","","","17.85","9.390862944162425"
"559","4","CIP308328.27","10.7","2012-01-26","71.0","1.0","6.82","","","","","","","","3.76","","","","9.27","13.36448598130841"
"560","5","CIP308328.27","14.0","2012-01-26","71.0","1.0","3.57","","","","","","","","1.81","","","","12.95","7.500000000000005"
"561","1","CIP308328.35","29.6","2012-01-26","71.0","2.0","5.58","3.92","","","","","","3.92","3.38","2.14","","2.14","27.52","7.027027027027033"
"562","2","CIP308328.35","26.8","2012-01-26","71.0","2.0","6.75","2.87","","","","","","2.87","2.92","1.94","","1.94","24.87","7.201492537313432"
"563","3","CIP308328.35","17.5","2012-01-26","71.0","2.0","4.58","3.44","","","","","","3.44","1.63","2.51","","2.51","16.2","7.428571428571433"
"564","4","CIP308328.35","30.4","2012-01-26","71.0","1.0","5.36","","","","","","","","2.06","","","","28.77","5.361842105263155"
"565","5","CIP308328.35","17.5","2012-01-26","71.0","2.0","5.72","5.72","","","","","","5.72","2.89","2.75","","2.75","15.91","9.085714285714284"
"566","1","CIP308328.33","24.9","2012-01-26","71.0","1.0","7.21","","","","","","","","5.4","","","","22.03","11.526104417670673"
"567","2","CIP308328.33","33.7","2012-01-26","71.0","1.0","9.04","","","","","","","","4.05","","","","32.28","4.213649851632052"
"568","3","CIP308328.33","20.0","2012-01-26","71.0","1.0","11.77","","","","","","","","3.5","","","","18.57","7.149999999999998"
"569","4","CIP308328.33","42.6","2012-02-26","102.0","2.0","9.43","5.42","","","","","","5.42","5.48","2.8","","2.8","40.38","5.2112676056338"
"570","5","CIP308328.33","36.7","2012-02-08","84.0","1.0","6.04","","","","","","","","5.27","","","","34.59","5.749318801089917"
"571","1","CIP308328.225","51.4","2012-02-08","84.0","1.0","3.5","","","","","","","","2.6","","","","50.2","2.3346303501945442"
"572","2","CIP308328.225","60.2","2012-02-08","84.0","1.0","4.2","","","","","","","","5.3","","","","59.4","1.3289036544850568"
"573","3","CIP308328.225","70.5","2012-02-08","84.0","1.0","3.6","","","","","","","","3.4","","","","69.3","1.7021276595744723"
"574","4","CIP308328.225","43.1","2012-01-08","53.0","1.0","4.2","","","","","","","","3.2","","","","41.9","2.784222737819032"
"575","5","CIP308328.225","49.6","2012-01-26","71.0","1.0","3.1","","","","","","","","2.9","","","","48.4","2.4193548387096833"
"576","1","CIP703825","100.3","2012-01-26","71.0","1.0","5.56","","","","","","","","4.54","","","","94.12","6.161515453639075"
"577","2","CIP703825","55.8","2012-01-26","71.0","1.0","3.17","","","","","","","","1.91","","","","52.29","6.290322580645158"
"578","3","CIP703825","69.1","2012-01-26","71.0","2.0","8.72","4.31","","","","","","4.31","4.07","2.84","","2.84","63.96","7.438494934876981"
"579","4","CIP703825","66.0","2012-01-26","71.0","1.0","4.66","","","","","","","","1.9","","","","61.79","6.37878787878788"
"580","5","CIP703825","47.0","2012-01-26","71.0","1.0","2.7","","","","","","","","3.26","","","","42.77","8.999999999999993"
"581","1","CIP308328.223","31.6","2012-01-26","71.0","1.0","8.5","","","","","","","","4.54","","","","30.14","4.620253164556964"
"582","2","CIP308328.223","20.1","2012-01-26","71.0","1.0","4.48","","","","","","","","3.68","","","","19.3","3.9800995024875654"
"583","3","CIP308328.223","37.1","2012-01-26","71.0","1.0","6.03","","","","","","","","4.18","","","","35.42","4.528301886792452"
"584","4","CIP308328.223","19.1","2012-01-26","71.0","1.0","5.0","","","","","","","","3.11","","","","18.23","4.554973821989534"
"585","5","CIP308328.223","24.9","2012-01-26","71.0","2.0","5.54","5.27","","","","","","5.27","3.6","3.25","","3.25","22.09","11.28514056224899"
"586","1","CIP308328.139","25.1","2012-01-26","71.0","2.0","4.54","3.3","","","","","","3.3","2.37","2.0","","2.0","23.65","5.776892430278895"
"587","2","CIP308328.139","14.6","2012-01-26","71.0","2.0","4.79","4.79","","","","","","4.79","2.02","1.9","","1.9","12.53","14.178082191780824"
"588","3","CIP308328.139","10.9","2012-01-26","71.0","1.0","4.5","","","","","","","","1.85","","","","10.05","7.798165137614675"
"589","4","CIP308328.139","12.0","2012-01-26","71.0","1.0","3.68","","","","","","","","2.34","","","","11.24","6.333333333333331"
"590","5","CIP308328.139","24.1","2012-01-26","71.0","1.0","6.11","","","","","","","","3.71","","","","21.94","8.962655601659751"
"591","1","CIP308328.211","28.3","2012-01-26","71.0","1.0","4.49","","","","","","","","4.49","","","","26.87","5.053003533568903"
"592","2","CIP308328.211","20.8","2012-01-26","71.0","1.0","5.07","","","","","","","","2.84","","","","19.72","5.1923076923077005"
"593","3","CIP308328.211","19.4","2012-01-26","71.0","1.0","2.84","","","","","","","","2.92","","","","18.49","4.690721649484537"
"594","4","CIP308328.211","41.7","2012-02-26","102.0","3.0","4.77","2.39","3.65","","","","","3.02","2.59","1.27","2.65","1.96","39.33","5.683453237410083"
"595","5","CIP308328.211","25.7","2012-02-27","103.0","3.0","3.96","3.96","3.33","","","","","3.645","3.08","3.33","2.19","2.76","23.9","7.00389105058366"
"596","1","CIP308328.207","15.1","2012-02-27","103.0","1.0","3.39","","","","","","","","2.4","","","","14.35","4.966887417218543"
"597","2","CIP308328.207","20.6","2012-02-27","103.0","1.0","3.99","","","","","","","","1.8","","","","19.8","3.883495145631071"
"598","3","CIP308328.207","15.8","2012-01-27","72.0","1.0","2.95","","","","","","","","1.5","","","","15.0","5.06329113924051"
"599","4","CIP308328.207","15.1","2012-01-26","71.0","1.0","2.97","","","","","","","","1.2","","","","14.36","4.90066225165563"
"600","1","CIP308328.106","9.4","2012-01-26","71.0","1.0","7.27","","","","","","","","4.59","","","","8.5","9.574468085106387"
"601","2","CIP308328.106","10.2","2012-01-26","71.0","1.0","11.59","","","","","","","","4.5","","","","9.15","10.294117647058814"
"602","3","CIP308328.106","11.5","2012-01-26","71.0","1.0","10.78","","","","","","","","3.66","","","","10.64","7.4782608695652115"
"603","4","CIP308328.106","12.1","2012-01-26","71.0","1.0","12.43","","","","","","","","4.35","","","","11.01","9.008264462809915"
"604","5","CIP308328.106","11.7","2012-01-26","71.0","2.0","7.93","4.21","","","","","","4.21","3.63","2.11","","2.11","10.87","7.0940170940170955"
